emp_no;salary
12331;84871
12332;41371
12333;48642
12334;52208
12335;50496
12336;46000
12337;76554
12338;57016
12339;53845
12340;59267
12341;82393
12342;79244
12343;71813
12344;92494
12345;70763
12346;56704
12347;92631
12348;72584
12349;103055
12350;67021
12351;68336
12352;69616
12353;55955
12354;59295
12355;92423
12356;76775
12357;52902
12358;75207
12359;103027
12360;53097
12361;59227
12362;78687
12363;74920
12364;48774
12365;70465
12366;52988
12367;56933
12368;68732
12369;82290
12370;57626
12371;50080
12372;63095
12373;89828
12374;93223
12375;46271
12376;78929
12377;58685
12378;54130
12379;53195
12380;40000
12381;66513
12382;96766
12383;59204
12384;52569
12385;61779
12386;60805
12387;75051
12388;46646
12389;47326
12390;84600
12391;68061
12392;68532
12393;69056
12394;47678
12395;82772
12396;100919
12397;64751
12398;66676
12399;117679
12400;99676
12401;65342
12402;69902
12403;79565
12404;71128
12405;62405
12406;63454
12407;56891
12408;55656
12409;54134
12410;70414
12411;126461
12412;52914
12413;69641
12414;83924
12415;62408
12416;64526
12417;72170
12418;74129
12419;84965
12420;89071
12421;69993
12422;79148
12423;50767
12424;76823
12425;102698
12426;42101
12427;65572
12428;68046
12429;46474
12430;106821
12431;56474
12432;70064
12433;64238
12434;50842
12435;93365
12436;59218
12437;67203
12438;128659
12439;66052
12440;44433
12441;47587
12442;74491
12443;59405
12444;63216
12445;93514
12446;85189
12447;66978
12448;78895
12449;54966
12450;59327
12451;52107
12452;42766
12453;111486
12454;49296
12455;47830
12456;65823
12457;80842
12458;52467
12459;59854
12460;89226
12461;74563
12462;70834
12463;57516
12464;60308
12465;102444
12466;84464
12467;53789
12468;58538
12469;75203
12470;46995
12471;75215
12472;106185
12473;82514
12474;65100
12475;67335
12476;53513
12477;66730
12478;61117
12479;80371
12480;71607
12481;75252
12482;62373
12483;56727
12484;70505
12485;70868
12486;53642
12487;45936
12488;65805
12489;98670
12490;58042
12491;60069
12492;73854
12493;40000
12494;72810
12495;62842
12496;61412
12497;105874
12498;84653
12499;94048
12500;47352
12501;103165
12502;64565
12503;62193
12504;48227
12505;43942
12506;70363
12507;90122
12508;61457
12509;65948
12510;79895
12511;65876
12512;40000
12513;98242
12514;61134
12515;68737
12516;68697
12517;79682
12518;51752
12519;65072
12520;44825
12521;42238
12522;54128
12523;123684
12524;56490
12525;76847
12526;106425
12527;69939
12528;73310
12529;66408
12530;61012
12531;57774
12532;59288
12533;82808
12534;88375
12535;66126
12536;74233
12537;101579
12538;62610
12539;72547
12540;44715
12541;123494
12542;83203
12543;60431
12544;58040
12545;40000
12546;119188
12547;49823
12548;74096
12549;45939
12550;48792
12551;72178
12552;91393
12553;59789
12554;92480
12555;72445
12556;57785
12557;64554
12558;72665
12559;41375
12560;70769
12561;52162
12562;68694
12563;44865
12564;82151
12565;106336
12566;69117
12567;90771
12568;53017
12569;75278
12570;73819
12571;65648
12572;64853
12573;81780
12574;74274
12575;83501
12576;71317
12577;58719
12578;69946
12579;68994
12580;71470
12581;56839
12582;81547
12583;60476
12584;54805
12585;49626
12586;68491
12587;98063
12588;62209
12589;86236
12590;95220
12591;96999
12592;65549
12593;93858
12594;51455
12595;80406
12596;48777
12597;63908
12598;89012
12599;59275
12600;74108
12601;62507
12602;60372
12603;54144
12604;100107
12605;91096
12606;42951
12607;66482
12608;66620
12609;49613
12610;52211
12611;42042
12612;101737
12613;58133
12614;51633
12615;71516
12616;58153
12617;75057
12618;60849
12619;74766
12620;113187
12621;43551
12622;51361
12623;103693
12624;99167
12625;79966
12626;83089
12627;92983
12628;51510
12629;87960
12630;60363
12631;89361
12632;91571
12633;67532
12634;65228
12635;53880
12636;68820
12637;55313
12638;63286
12639;53581
12640;87781
12641;83420
12642;78625
12643;120062
12644;61834
12645;71535
12646;59298
12647;72393
12648;89276
12649;91437
12650;75628
12651;111083
12652;97989
12653;63276
12654;65010
12655;86140
12656;91484
12657;65550
12658;80932
12659;66679
12660;108781
12661;55047
12662;106235
12663;75432
12664;43793
12665;73359
12666;50088
12667;89907
12668;90308
12669;88119
12670;47539
12671;55015
12672;58089
12673;90897
12674;72992
12675;118841
12676;64815
12677;76069
12678;44529
12679;76965
12680;57079
12681;130953
12682;84372
12683;75724
12684;84576
12685;69014
12686;64045
12687;84858
12688;58846
12689;85369
12690;92461
12691;58267
12692;75675
12693;71778
12694;58832
12695;67123
12696;62222
12697;65830
12698;84966
12699;70011
12700;63335
12701;80764
12702;56243
12703;121796
12704;71170
12705;75258
12706;73174
12707;62811
12708;70745
12709;62358
12710;82642
12711;79118
12712;48859
12713;47043
12714;67931
12715;46837
12716;66216
12717;59986
12718;92424
12719;48027
12720;81054
12721;83814
12722;91522
12723;84977
12724;65870
12725;59365
12726;73832
12727;63875
12728;57639
12729;73034
12730;49126
12731;68205
12732;97936
12733;71527
12734;70704
12735;98951
12736;53938
12737;53296
12738;78058
12739;86888
12740;49514
12741;63813
12742;101604
12743;71517
12744;91580
12745;55676
12746;86012
12747;56215
12748;45270
12749;96425
12750;82589
12751;55035
12752;55679
12753;73003
12754;73352
12755;81427
12756;61530
12757;88895
12758;58386
12759;68556
12760;88825
12761;75419
12762;59497
12763;65865
12764;84391
12765;72774
12766;115439
12767;84601
12768;49384
12769;53990
12770;77225
12771;64367
12772;59249
12773;95260
12774;50368
12775;94483
12776;70266
12777;58068
12778;57663
12779;52917
12780;68225
12781;67516
12782;71460
12783;103274
12784;53804
12785;80651
12786;52301
12787;88450
12788;41830
12789;48105
12790;103414
12791;54900
12792;98039
12793;89787
12794;58039
12795;89042
12796;63755
12797;88830
12798;106517
12799;59831
12800;77938
12801;64037
12802;78580
12803;119573
12804;77719
12805;65905
12806;49105
12807;61578
12808;82206
12809;56615
12810;56446
12811;47063
12812;78243
12813;51793
12814;46936
12815;99521
12816;105984
12817;96939
12818;76878
12819;75474
12820;56641
12821;51375
12822;62955
12823;83476
12824;71077
12825;46914
12826;80543
12827;63927
12828;90996
12829;64532
12830;79302
12831;52618
12832;75654
12833;62138
12834;71034
12835;64945
12836;47806
12837;63646
12838;72485
12839;61997
12840;57872
12841;65389
12842;59899
12843;52281
12844;73171
12845;90589
12846;76625
12847;69468
12848;54792
12849;65741
12850;63534
12851;69966
12852;73801
12853;67509
12854;74070
12855;62195
12856;74642
12857;74944
12858;99094
12859;56817
12860;69218
12861;56369
12862;71694
12863;93940
12864;71393
12865;82358
12866;66886
12867;53872
12868;75740
12869;69407
12870;91219
12871;41100
12872;85624
12873;105086
12874;58066
12875;91581
12876;44523
12877;45254
12878;54452
12879;62409
12880;87364
12881;70326
12882;64778
12883;72678
12884;103397
12885;70651
12886;113149
12887;56197
12888;64769
12889;62341
12890;106621
12891;72886
12892;59623
12893;84247
12894;85838
12895;58021
12896;80920
12897;66894
12898;90404
12899;59276
12900;48462
12901;47435
12902;51038
12903;108849
12904;70280
12905;92548
12906;79366
12907;71733
12908;75061
12909;93355
12910;78661
12911;59598
12912;69135
12913;43753
12914;62984
12915;74292
12916;57760
12917;64571
12918;60476
12919;68014
12920;42947
12921;49950
12922;78781
12923;63687
12924;67905
12925;90401
12926;99453
12927;98023
12928;70441
12929;83496
12930;50931
12931;119704
12932;50245
12933;74362
12934;69545
12935;65173
12936;77222
12937;62068
12938;63873
12939;55196
12940;85425
12941;103942
12942;73865
12943;81596
12944;58479
12945;61918
12946;58373
12947;56130
12948;62293
12949;73621
12950;68877
12951;72008
12952;91485
12953;61813
12954;86433
12955;111793
12956;59237
12957;86153
12958;92115
12959;56875
12960;54988
12961;54631
12962;88071
12963;62740
12964;84870
12965;94771
12966;69834
12967;79549
12968;60986
12969;85152
12970;56541
12971;91994
12972;42359
12973;95566
12974;111012
12975;83390
12976;70849
12977;90423
12978;45189
12979;97715
12980;67795
12981;48690
12982;62286
12983;69175
12984;40000
12985;63162
12986;66088
12987;76230
12988;72496
12989;66406
12990;94575
12991;53532
12992;44460
12993;98203
12994;77005
12995;71204
12996;82501
12997;72136
12998;61798
12999;72119
13000;47146
13001;66698
13002;58073
13003;65938
13004;57403
13005;67645
13006;76403
13007;76084
13008;48652
13009;48140
13010;63992
13011;63717
13012;68328
13013;45198
13014;72475
13015;43863
13016;54901
13017;67690
13018;111278
13019;72357
13020;75838
13021;45553
13022;54416
13023;40000
13024;73288
13025;63849
13026;60208
13027;84596
13028;85949
13029;61180
13030;70633
13031;56907
13032;70661
13033;51662
13034;99232
13035;118570
13036;66985
13037;80267
13038;64343
13039;89806
13040;49471
13041;79515
13042;83194
13043;124811
13044;88347
13045;44415
13046;70308
13047;77093
13048;58033
13049;60266
13050;76554
13051;66945
13052;65862
13053;45605
13054;59758
13055;57791
13056;125872
13057;88897
13058;59651
13059;70397
13060;63652
13061;46497
13062;75609
13063;72383
13064;68006
13065;85921
13066;44629
13067;57744
13068;85590
13069;59300
13070;82410
13071;63916
13072;57864
13073;87782
13074;68737
13075;69701
13076;60672
13077;56469
13078;74222
13079;40682
13080;70084
13081;89033
13082;51539
13083;77884
13084;74390
13085;72884
13086;40000
13087;48079
13088;54836
13089;66465
13090;63337
13091;67704
13092;86691
13093;83545
13094;53275
13095;40000
13096;73026
13097;84004
13098;73072
13099;58846
13100;75330
13101;55474
13102;91349
13103;67402
13104;40000
13105;86772
13106;58245
13107;92697
13108;60554
13109;69415
13110;79301
13111;71280
13112;107834
13113;72917
13114;72461
13115;85000
13116;98793
13117;84424
13118;55900
13119;77379
13120;83743
13121;70713
13122;41096
13123;49629
13124;106920
13125;88053
13126;60687
13127;57210
13128;70071
13129;58929
13130;41414
13131;77699
13132;68772
13133;97975
13134;77332
13135;68282
13136;52512
13137;69468
13138;104584
13139;43151
13140;42749
13141;68828
13142;71411
13143;56980
13144;78337
13145;66325
13146;95058
13147;102259
13148;69106
13149;56363
13150;66346
13151;68558
13152;75607
13153;60390
13154;119028
13155;55138
13156;63294
13157;46113
13158;74477
13159;60572
13160;66167
13161;63858
13162;102335
13163;73780
13164;60807
13165;59815
13166;75088
13167;73995
13168;81866
13169;72455
13170;59437
13171;71419
13172;64483
13173;76480
13174;40577
13175;93498
13176;105731
13177;65504
13178;97765
13179;94894
13180;58652
13181;66906
13182;53353
13183;66139
13184;59494
13185;106450
13186;126688
13187;103031
13188;89801
13189;47330
13190;70458
13191;64225
13192;65550
13193;64476
13194;46894
13195;86293
13196;61997
13197;97404
13198;98177
13199;47834
13200;68980
13201;73335
13202;80558
13203;53506
13204;51302
13205;113682
13206;46250
13207;72379
13208;88347
13209;53355
13210;98408
13211;80959
13212;120213
13213;90760
13214;69751
13215;56212
13216;45911
13217;64690
13218;49205
13219;69916
13220;47855
13221;64629
13222;40458
13223;92362
13224;40000
13225;64532
13226;69552
13227;102438
13228;60070
13229;40000
13230;67375
13231;77183
13232;60313
13233;72682
13234;50731
13235;65395
13236;100195
13237;84608
13238;57041
13239;52282
13240;64443
13241;89227
13242;55062
13243;67269
13244;92487
13245;68081
13246;86760
13247;55580
13248;83942
13249;46967
13250;67356
13251;85796
13252;70616
13253;72568
13254;73843
13255;47781
13256;65807
13257;92519
13258;40000
13259;105719
13260;43016
13261;104635
13262;89875
13263;78045
13264;77504
13265;70562
13266;56232
13267;41693
13268;92851
13269;48603
13270;46463
13271;52644
13272;82712
13273;83993
13274;65854
13275;50771
13276;101156
13277;61820
13278;71158
13279;52702
13280;72175
13281;68898
13282;64843
13283;68785
13284;68809
13285;48494
13286;79779
13287;62830
13288;71248
13289;85667
13290;51007
13291;85727
13292;68769
13293;78361
13294;64140
13295;65095
13296;76232
13297;69369
13298;68752
13299;40474
13300;56234
13301;64018
13302;66216
13303;68355
13304;73037
13305;127114
13306;82878
13307;44702
13308;117171
13309;50922
13310;52972
13311;68107
13312;65688
13313;60990
13314;58300
13315;63724
13316;56469
13317;66745
13318;63406
13319;65366
13320;60607
13321;59560
13322;87430
13323;70607
13324;65095
13325;58427
13326;53993
13327;63627
13328;44621
13329;123806
13330;80509
13331;82574
13332;65159
13333;82143
13334;100092
13335;74918
13336;44896
13337;67253
13338;79585
13339;108784
13340;72526
13341;68837
13342;64162
13343;61963
13344;44080
13345;113614
13346;47578
13347;96926
13348;88390
13349;81421
13350;53340
13351;54575
13352;67793
13353;59653
13354;64495
13355;50399
13356;101600
13357;44039
13358;62116
13359;64188
13360;42987
13361;51020
13362;53799
13363;51634
13364;97061
13365;48388
13366;76073
13367;76381
13368;63660
13369;48700
13370;60368
13371;56548
13372;79868
13373;102896
13374;48321
13375;47480
13376;53384
13377;64657
13378;73150
13379;62293
13380;64426
13381;77473
13382;70246
13383;95366
13384;72959
13385;66298
13386;144434
13387;85030
13388;63526
13389;70510
13390;48338
13391;54135
13392;90104
13393;50549
13394;63457
13395;61578
13396;61625
13397;66101
13398;68375
13399;70979
13400;67163
13401;89038
13402;41625
13403;122667
13404;98470
13405;88949
13406;49467
13407;70085
13408;67204
13409;48716
13410;72747
13411;61037
13412;64127
13413;88708
13414;96880
13415;86963
13416;51632
13417;73593
13418;46910
13419;86544
13420;69842
13421;46039
13422;92973
13423;81533
13424;68297
13425;71924
13426;58006
13427;56797
13428;100054
13429;80286
13430;40000
13431;64704
13432;61928
13433;47410
13434;77871
13435;85129
13436;67899
13437;59856
13438;64343
13439;65436
13440;66742
13441;70174
13442;73936
